canonicalPrintingId,language,region,canonicalSetId,releaseYear,providers,cardType,promoStatus,gapReason,permissionState,credentialsRequired,identityState
pokemon|en|GLOBAL|set:671196a559f8b72a|79|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,2025,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|8|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,2025,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|80|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,2025,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|9|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,2025,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|1|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|10|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|11|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|12|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|13|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|14|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|15|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|16|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|17|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|18|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|19|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|2|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|20|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|21|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|22|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|23|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|24|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|25|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|26|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|27|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|28|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|29|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|3|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|30|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|31|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|32|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|33|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|34|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|4|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|5|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|6|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|7|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|8|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:9c72925157c90824|9|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mfb,2023,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|100|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|74|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|75|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|76|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|77|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|78|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|79|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|80|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|81|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|82|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|83|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|84|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|85|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|86|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|87|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|88|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|89|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|90|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|91|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|92|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|93|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|94|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|95|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|96|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|97|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|98|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d7575301f2f69c22|99|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:P-A,2024,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:eabe0303ea316e9b|84|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:pl2,2009,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:16089b29f3dcbf30|13|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:pop6,2007,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:16089b29f3dcbf30|17|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:pop6,2007,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:d881417c98db7382|143|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm2,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|1|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|10|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|11|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|12|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|13|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|14|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|15|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|16|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|17|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|18|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|19|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|2|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|20|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|21|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|22|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|23|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|24|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|25|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|26|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|27|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|28|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|29|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|3|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|30|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|31|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|32|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|33|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|34|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|35|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|36|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|37|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|38|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|39|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|4|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|40|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
pokemon|en|GLOBAL|set:f7e1b17c93ff2457|41|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sm3.5,2017,tcgdex,unknown_not_exposed,not_identified_as_promo,provider_record_but_no_image,not_applicable_until_image_exists,False,exact_catalogue_record
